club_id,club_name,crest_url,delegacion,comarca,cif,registered_address,registered_locality,registered_province,registered_postal_code,correspondence_address,correspondence_locality,correspondence_province,correspondence_postal_code,correspondence_titular,correspondence_tratamiento,correspondence_email,portal_web,twitter,facebook,linkedin,instagram,telefonos,fax,fecha_fundacion,presidente,source_url,scraped_at
16661034,CLUB FUTBOL SALA FEMENINO SAN FERNANDO (FS),/pnfg/pimg/Clubes/00100_0000003259_escudo_sanfer_web.jpg,DELEGACIÓN DE ALCALÁ DE HENARES,,G82760737,"C/ Fragua, 49 1º",San Fernando De Henares,Madrid,28830,"C/ Fragua, nº 49 1º",San Fernando De Henares,Madrid,28830,Andrea Saz González,Dª,asazgonzalez@gmail.com,http://www.cfsfemeninosanfernando.com/,@NaranjaSanfer,C.F.S. Femenino San Fernando,,naranjasanfer,671707248 - 696350670 - 695113473&nbsp;-&nbsp;&nbsp;625591086,,,FRANCISCO BRETON ORTIZ,https://www.rffm.es/fichaclub/16661034,2026-08-19T06:46:09.635881+00:00
16661043,DON P'ALPIE ARANJUEZ F.S.,/pnfg/pimg/Clubes/00100_0000013482_Escudo_Don_Palpie.jpg,DELEGACIÓN DE ARANJUEZ,,G86262771,"c/ San José, nº 28, Portal Local",Aranjuez,Madrid,28300,C/ LA LUNA Nº: 10 PISO: 2ºA,Ciempozuelos,Madrid,28350,LORENZO NUÑEZ TAVIRA,D.,ltavira@hotmail.com,,,,,,686963015,,,LORENZO NUÑEZ TAVIRA,https://www.rffm.es/fichaclub/16661043,2026-08-19T06:46:09.807196+00:00
16661060,CLUB C.F.S. EL ALAMO (FS),/pnfg/pimg/Clubes/00100_0011730007_ESCUDO_OFICIAL_ok.png,SUBDELEGACIÓN DE NAVAS DEL REY,,G86279353,"C/ LA PALOMA, 21",Álamo (El),Madrid,28607,"C/ LA PALOMA, 21",Álamo (El),Madrid,28607,OSCAR LOPEZ PALMA,D.,imprentapalma7@gmail.com,,@fselalamo,@fselalamo,,@fselalamo,639485546,916159801,,OSCAR LOPEZ PALMA,https://www.rffm.es/fichaclub/16661060,2026-08-19T06:46:09.923085+00:00
16661040,C.D.E. CIUDAD VILLA DE VALLECAS F.S.,/pnfg/pimg/Clubes/00100_0012167978_1988_JVK_AZUL__1_.png,DELEGACIÓN VALDEBERNARDO,,G86317484,"MILMARCOS, 8 - 2ºA",Madrid,Madrid,28031,,Madrid,Madrid,,,,ciudadvilladevallecas@gmail.com,http://juventudvallekas.com/,,,,,644464971,,,JUAN PINES LLASES,https://www.rffm.es/fichaclub/16661040,2026-08-19T06:46:09.947744+00:00
16660765,CDE FUSION FUTBOL SALA SAN FERNANDO,/pnfg/pimg/Clubes/00100_0000008936_escudito.jpg,DELEGACIÓN DE ALCALÁ DE HENARES,,G82666231,"Avenida Sonorrostro, 6 Local",San Fernando De Henares,Madrid,28830,"C/ GALICIA, 11",San Fernando De Henares,Madrid,28830,FRANCISCO JAVIER LOPEZ GAMO,D.,futbolsalasanfernando@gmail.com,,,,,,679081978 - 677050797,,,FRANCISCO JAVIER ACEDO TISCAR,https://www.rffm.es/fichaclub/16660765,2026-08-19T06:46:10.047309+00:00
16661134,VILLA DE ALGETE FUTBOL SALA (FS),/pnfg/pimg/Clubes/00100_0012155580_LOGO_ESCUDO_VILLAFS.png,DELEGACION DE SAN SEBASTIAN DE LOS REYES,,G84377738,"C/ Los Olivos, nº 14",Algete,Madrid,28110,"C/ Los Olivos, nº 14",Algete,Madrid,28110,NOELIA ARRESE GARCIA,Sra.,villadealgetefs@gmail.com,https://clubvilladealgetefs.com/,@VilladeAlgeteFS,Villa De Algete FS,,villadealgetefs,630187267 - 603537847,,,NOELIA ARRESE GARCIA,https://www.rffm.es/fichaclub/16661134,2026-08-19T06:46:10.116317+00:00
16661139,GRUPO JACER (FS),/pnfg/pimg/Clubes/00100_0011754140_LOGO_LEON_NEGRO.png,DELEGACIÓN COTORRUELO,,,"C/ Tembleque, 64 6ºC",Madrid,Madrid,28024,"C/ Tembleque, 64 6ºC",Madrid,Madrid,28024,JAVIER PEREZ DOBLADO,D.,jperezdoblado@yahoo.es,,,,,,678529991,,,JAVIER PEREZ DOBLADO,https://www.rffm.es/fichaclub/16661139,2026-08-19T06:46:10.117550+00:00
16661185,SAD COLEGIO INTERNACIONAL KOLBE (FS),/pnfg/pimg/Clubes/00100_0012156632_Logo_CDK.png,DELEGACIÓN DE ALCORCÓN,,D83060343,"AV. DE LA UNIVERSIDAD, nº 4",Villanueva De La Cañada,Madrid,28691,"AV. DE LA UNIVERSIDAD, nº 4",Villanueva De La Cañada,Madrid,28691,DAVID GUTIERREZ MATEOS,D.,dgutierrez@colegiokolbe.com,https://colegiokolbe.com/,,,,https://www.instagram.com/clubdeportivokolbe/,918117681 - 676578734,918117684,,ANGEL MEL ORTEGA,https://www.rffm.es/fichaclub/16661185,2026-08-19T06:46:10.491072+00:00
16661148,LEGANES F.S. MASDEPORTE (FS),/pnfg/pimg/Clubes/00100_0012155551_Captura_de_pantalla_2026_06_01_113319.png,DELEGACIÓN DE LEGANÉS,,G84488477,"ALCOBENDAS, 9 LOCALES 1,2 Y 3",Leganés,Madrid,28914,C/ Newton Edificio 4 Nave 6,Leganés,Madrid,28914,DAVID VAZQUEZ GONZALEZ,D.,leganesfutbolsalaescuela@gmail.com,,,,,,617024107 - 628266213,912514011,,DAVID VAZQUEZ GONZALEZ,https://www.rffm.es/fichaclub/16661148,2026-08-19T06:46:11.001748+00:00
16661172,COLEGIO CARDENAL SPINOLA CHAMARTIN (FS),/pnfg/pimg/Clubes/00100_0000002368_CARDENAL-SPINOLA-CHAMARTIN.png,DELEGACIÓN COTORRUELO,,V85499168,"CARDENAL MARCELO SPÍNOLA, nº 34",Madrid,Madrid,28033,"C/ CARDENAL MARCELO SPÍNOLA, 52 - 12D",Madrid,Madrid,28016,IGNACIO DE FOXÁ ORTEGA,D.,futbolsala@cdspinolachamartin.es,https://www.cdspinolachamartin.es/,,,,cdspinolafutsal,630819587,,,ENRIQUE FERNANDEZ HERNANDO,https://www.rffm.es/fichaclub/16661172,2026-08-19T06:46:11.169273+00:00
16661192,CIUDAD DE MOSTOLES (FS),/pnfg/pimg/Clubes/00100_0000002635_gkCLGWT2_400x400.jpg,DELEGACIÓN DE ALCORCÓN,,G85517415,"C/ NIZA, 4 IZQ. 2ºA",Móstoles,Madrid,28936,"C/ NIZA, 4 ESC. IZDA. 2ºA",Móstoles,Madrid,28936,ANTONIO PEÑA ECHEVARRIA,D.,antoniopeecheva@hotmail.com,,@1mostolesfs,,,,635511502,914968989,,ANTONIO PEÑA ECHEVARRIA,https://www.rffm.es/fichaclub/16661192,2026-08-19T06:46:11.264717+00:00
16661229,CLUB VILLA DE SALVANES (FS),/pnfg/pimg/Clubes/00100_0000003668_villa_de_salvanes.jpg,DELEGACIÓN DE ARGANDA,,G85288330,"BELMONTE (PABELLON), nº S/N",Villarejo De Salvanés,Madrid,28590,CALLE BELMONTE S/N,Villarejo De Salvanés,Madrid,28590,FCO. OCTAVIO GALLEGO DE LERMA GONZÁLEZ,D.,club.villasalvanes@hotmail.com,,,,,,642934860,,,FCO. OCTAVIO GALLEGO DE LERMA GONZALEZ,https://www.rffm.es/fichaclub/16661229,2026-08-19T06:46:11.713749+00:00
16661239,FUTURO DEL FUTBOL SALA (FS),/pnfg/pimg/Clubes/00100_0012156633_ESCUDO_FUTURO_VELILLA__MEJORADO_PNG.png,DELEGACIÓN DE ARGANDA,,V85348308,"PSO. PABLO PICASSO, S/N.",Velilla De San Antonio,Madrid,28891,"C/ MAYOR, 107 P1 - 2ºA",Velilla De San Antonio,Madrid,28891,JOSÉ FRANCISCO CABEZAS CABEZAS,D.,clubfuturovelilla@gmail.com,,@futurovelillafs,Futuro Velilla Futsal,,@futurovelillafutsal,696459298,,,ROBERTO SUBIRÓN GARCÍA,https://www.rffm.es/fichaclub/16661239,2026-08-19T06:46:12.193849+00:00
16661243,RIVAS ATLANTIS (FS),/pnfg/pimg/Clubes/00100_0000002594_ESCUDO_RIVAS_ATLANTIS_66_PIXELES.jpg,DELEGACIÓN DE ARGANDA,,G86827516,"Plaza Valle del Nalón, 5 Bajo C",Rivas-Vaciamadrid,Madrid,28523,"PZA. VALLE DEL NALÓN, 5",Rivas-Vaciamadrid,Madrid,28523,EMILIANO RODRÍGUEZ GUTIERREZ,D.,federacion@rivasatlantis.com,www.rivasatlantis.com,,,,,607671068 - 619387772,,,EMILIANO RODRIGUEZ GUTIERREZ,https://www.rffm.es/fichaclub/16661243,2026-08-19T06:46:12.247514+00:00
16661228,CDB RIVAS FUTSAL,/pnfg/pimg/Clubes/00100_0000002354_ESCUDO_Rivas_Futsal.jpg,DELEGACIÓN DE ALCALÁ DE HENARES,,G85574655,"Plaza de la Cañada Real, 3 Local",Rivas-Vaciamadrid,Madrid,28523,"PLAZA DE LA CAÑADA REAL ,3 LOCAL",Rivas-Vaciamadrid,Madrid,28523,Luis Gregorio Moreno Perucha,D.,coordinacionbase@rivasfutsal.com,www.rivasfutsal.com,,,,,649906341 - 626907761,,,LUIS GREGORIO MORENO PERUCHA,https://www.rffm.es/fichaclub/16661228,2026-08-19T06:46:12.252055+00:00
16661251,CFS ARTILLEROS MORATALAZ (FS),/pnfg/pimg/Clubes/00100_0012160800_Escudo_bueno.png,DELEGACIÓN VALDEBERNARDO,,G83941302,"C/ DOCTOR ESQUERDO, 187",Madrid,Madrid,28007,Avda. de Trueba 5,Madrid,Madrid,28017,JESÚS FERNÁNDEZ CALLE,D.,jesusfernadezcalle@gmail.com,,,,,,685245209,,,JESUS FERNANDEZ CALLE,https://www.rffm.es/fichaclub/16661251,2026-08-19T06:46:12.285762+00:00
16661253,ESCUELA TORREJON JUNCAL F.S.,/pnfg/pimg/Clubes/00100_0012156605_ESCUELA_TORREJON_JUNCAL.png,DELEGACIÓN DE ALCALÁ DE HENARES,,G86079621,"AVDA. DE LA CONSTITUCION, 7 A - 2ºD",Torrejón De Ardoz,Madrid,28850,"AV. DE LA CONSTITUCIÓN, 7 A - 2ºD",Torrejón De Ardoz,Madrid,28850,ANTONIO LÓPEZ CARMONA,D.,emtjfs@gmail.com,,,facebook.com/escuelatorrejonjuncalfs,,https://www.instagram.com/torrejonjuncal/,669603683,,,ANTONIO LOPEZ CARMONA,https://www.rffm.es/fichaclub/16661253,2026-08-19T06:46:12.324446+00:00
16661260,EUREKA (FS),/pnfg/pimg/Clubes/00100_0011752942_Escudo202466px.jpg,DELEGACIÓN DE FUENLABRADA,,G85934743,"LAUREL, 3 PTAL. 9 - 4ºB",Fuenlabrada,Madrid,28945,"C/ LAUREL, 3 - PORTAL 9 - 4ºB",Fuenlabrada,Madrid,28942,FRANCISCO CACERES PEREZ,D.,futbol.eureka@gmail.com,prensaeurekafsf.wixsite.com/eurekafsf,https://twitter.com/EurekaFSF,https://www.facebook.com/EurekaFSF/,,https://www.instagram.com/eurekafsf/,637642528 - 650981599,,,FRANCISCO CACERES PEREZ,https://www.rffm.es/fichaclub/16661260,2026-08-19T06:46:13.006730+00:00
16661285,CDE ATHLETIC MOSTOLES,/pnfg/pimg/Clubes/00100_0011765267_Athletic_Club_Mostoles__2_.png,DELEGACIÓN DE ALCORCÓN,,G85763829,"C/ Veracruz,42 5B",Móstoles,Madrid,28936,Camino Leñeros s/n,Móstoles,Madrid,28938,Jesús Cabañas Gallardo,D.,athleticclubmostolesoficina@gmail.com,https://athleticclubmostoles.es/,@AthleticMostoles,,,https://www.instagram.com/athleticmostoles?igsh=dXphOGs3Z3V4bHox&utm_source=qr,615816682 - 660452495 - 625930455,,,JESUS CABAÑAS GALLARDO,https://www.rffm.es/fichaclub/16661285,2026-08-19T06:46:13.377368+00:00
16661281,CLUB ELEMENTAL FUTSAL SANSE,/pnfg/pimg/Clubes/00100_0011883570_escudo_sanse_futsal_rojo.png,DELEGACION DE SAN SEBASTIAN DE LOS REYES,,G85745388,"HONTANILLAS, nº 6, 1ºA",San Sebastián De Los Reyes,Madrid,28703,C/Bulevar Sierra de Albarracin 7 2ºF,San Sebastián De Los Reyes,Madrid,28701,JOSE GARCIA RIZOS,D.,egarcia@futsalsanse.com,www.futsalsanse.com,,,,https://www.instagram.com/futsalsanse/?hl=es,619636330 - 675556664,,,JOSE GARCIA RIZOS,https://www.rffm.es/fichaclub/16661281,2026-08-19T06:46:13.490269+00:00
16661288,COLEGIO CLARET (FS),/pnfg/pimg/Clubes/00100_0012160795_Claret_patio.png,DELEGACIÓN COTORRUELO,,R7800234B,"CORAZON DE MARIA, nº 1",Madrid,Madrid,28002,"CALLE CORAZON DE MARIA, 1",Madrid,Madrid,28002,JOSE BASILIO ALVAREZ LLANA,D.,marina.alvarez.est@gmail.com,,,,,,687514582 - 675088781,,,JOSE BASILIO ALVAREZ LLANA,https://www.rffm.es/fichaclub/16661288,2026-08-19T06:46:13.529892+00:00
16661270,FUTBOL SALA LIMONES 5 (FS),/pnfg/pimg/Clubes/00100_0012164734_escudo___copia.PNG,DELEGACIÓN DE ALCALÁ DE HENARES,,G86209509,"CARRETERA DE LOECHES, nº 35",Torrejón De Ardoz,Madrid,28850,"CTRA. DE LOECHES, 35 BAJO D",Torrejón De Ardoz,Madrid,28850,JAVIER LIMONES RODRIGUEZ,D.,escuela.limones5@gmail.com,,,,,,669630414 - 692155931,,,MARIO RIVILLOS PLAZA,https://www.rffm.es/fichaclub/16661270,2026-08-19T06:46:13.594424+00:00
16669651,SAN FELIPE NERI (FS),/pnfg/pimg/Clubes/00100_0000005336_escudo_adc_filipenses_tamano_estandar2.png,DELEGACIÓN VALDEBERNARDO,,G84836436,"CALLE APOSTOL SANTIAGO, 72",Madrid,Madrid,28017,"C/ SANTIAGO APOSTOL, 72",Madrid,Madrid,28017,JULIO ALBERTO DE CASTRO COPERIAS,D.,adcfilipenses@yahoo.es,,,,,,665872009 - 914035303,914042313,,***MONICA MARIA PERALES CABRERA,https://www.rffm.es/fichaclub/16669651,2026-08-19T06:46:14.326894+00:00
16669898,C.D.E. SPORT SALA 12 (FS),/pnfg/pimg/Clubes/00100_0000002481_escudo.jpg,DELEGACIÓN DE PARLA,,G86505872,"C/ ALCORCON, 19",Parla,Madrid,28981,C/ alcorcon nº 19,Parla,Madrid,28981,D. JORGE MARTIN GOMEZ,D.,sportsala12parla@gmail.com,www.sportsala12.es,,,,,647448620,,,GEMA LOUREDA PAZ,https://www.rffm.es/fichaclub/16669898,2026-08-19T06:46:14.650459+00:00
16669765,CDE C.F.S. EUROSIRIS (FS),/pnfg/pimg/Clubes/00100_0011972491_eurosiris.png,DELEGACIÓN VALDEBERNARDO,,G86471760,"C/ AMPOSTA (Bar Angel), 20",Madrid,Madrid,28037,"C/ EBANISTERÍA, 4 - 2ºIZDA.",Madrid,Madrid,28037,LUIS HERNANDO SERNA,D.,cfseurosiris@hotmail.com,www.cfseurosiris.wix.com/cfseurosiris,twitter.com/CFS_Eurosiris,,,instagram.com/cfseurosiris,661427170,,,LUIS HERNANDO SERNA,https://www.rffm.es/fichaclub/16669765,2026-08-19T06:46:14.680840+00:00
16669884,ESCO FUTSAL (FS),/pnfg/pimg/Clubes/00100_0012167805_ESCUDO_futsal_escorialTYFDSADXZ_ZADAS.png,DELEGACIÓN DE GALAPAGAR,,G86538881,Navaarmado s/n,Escorial (El),Madrid,28280,"Navaarmado,12 (POLIDEPORTIVO MPAL.)",El Escorial,Madrid,28280,PEDRO SANCHEZ,D.,,https://www.asidra.org/escuela-futsal-escorial/,,,,,661631024 - 685281691,,,IVAN SANCHEZ RUANO,https://www.rffm.es/fichaclub/16669884,2026-08-19T06:46:14.738049+00:00
16670187,ESCUELA DEPORTIVA BRUNETE (FS),/pnfg/pimg/Clubes/00100_0011731505_Escudo_EDB_Original_copia.png,DELEGACIÓN DE ALCORCÓN,,G86537727,"ESTUDIANTES, 1 (Polideportivo)",Brunete,Madrid,28690,"C/ ESTUDIANTES, 1 (P.M. JOSE RAMON DE LA MORENA)",BRUNETE,Madrid,28690,Óscar García Arribas,D.,edbrunete@gmail.com,https://edbrunetefs.com,,,,edbrunetefs,651830359 - 620748349,918163318,,OSCAR GARCIA ARRIBAS,https://www.rffm.es/fichaclub/16670187,2026-08-19T06:46:15.247814+00:00
16670207,FUTSALA PINTO (FS),/pnfg/pimg/Clubes/00100_0000003683_futsala_pinto.jpg,DELEGACIÓN DE PINTO,,G86594132,"C/ Sur, s/n.",Pinto,Madrid,28320,C/ SUR S/N,Pinto,Madrid,28320,,D.,cdfutsalapinto@gmail.com,,,,,,647448620,,,RICARDO HERVAS SUELA,https://www.rffm.es/fichaclub/16670207,2026-08-19T06:46:15.377951+00:00
16724127,FUTSAL PINTO (FS),/pnfg/pimg/Clubes/00100_0012194834_Captura_de_pantalla_2026_07_20_081959.png,DELEGACIÓN DE PINTO,,G86804028,"AV. DE LAS NACIONES, 8 - 2ºB",Pinto,Madrid,28320,"AV. DE LAS NACIONES, 8 - 2ºB",Pinto,Madrid,28320,CRISTIAN GALLARDO SORIA,D.,gayardo15589@gmail.com,,,,,,618859664,,,CRISTIAN GALLARDO SORIA,https://www.rffm.es/fichaclub/16724127,2026-08-19T06:46:15.976364+00:00
16724337,E.F.S. CIUDAD DE TORREJON - REDPISO TORREJON (FS),/pnfg/pimg/Clubes/00100_0000003686_ciudad_de_torrejon.jpg,DELEGACIÓN DE ALCALÁ DE HENARES,,G86456233,"C/ VENUS, 33 - 3ºD",Torrejón De Ardoz,Madrid,28850,"C/ VENUS, 33 - 3ºD",TORREJON DE ARDOZ,Madrid,28850,EFS CIUDAD DE TORREJON,,efsciudaddetorrejon@gmail.com,,,,,,607965975 - 637778190 - 649996647,916770622,,JOSE BABIANO ASENSIO,https://www.rffm.es/fichaclub/16724337,2026-08-19T06:46:16.336962+00:00
16722981,CDE E.F.S. HUMANES (FS),,DELEGACIÓN DE FUENLABRADA,,G86799764,"C/ VALDEHONDILLO, 3",Humanes De Madrid,Madrid,28970,"C/ VALDEHONDILLO, 3",HUMANES DE MADRID,Madrid,28970,JUAN CAMPOS AGUILAR,D.,,No,EFS_Humanes,Efs Humanes,No,efs_humanes,916048268 - 667367039 - 687512778,916048457,,DAVID SANCHEZ CID,https://www.rffm.es/fichaclub/16722981,2026-08-19T06:46:16.732773+00:00
1675,A.D. ORCASITAS,/pnfg/pimg/Clubes/00100_0011884056_Logotipo_Escudo_Futbol_A.D._Orcasitas.png,DELEGACIÓN COTORRUELO,,G79612958,"CAMINO VIEJO VILLAVERDE, S/N",Madrid,Madrid,28041,"CAMINO VIEJO DE VILLAVERDE, S/N. (CAMPO DE FÚTBOL)",Madrid,Madrid,28041,ANDRES GÓMEZ ESCOBAR,Sr.,dd@adorcasitas.es,www.adorcasitas.es,,https://www.facebook.com/profile.php?id=61553222455599,,https://www.instagram.com/,627915169 - 698916112 - 601087298&nbsp;-&nbsp;&nbsp;695268723,913419054,,FRANCISCO DIAZ SUERO,https://www.rffm.es/fichaclub/1675,2026-08-19T06:46:16.886368+00:00
16785134,C.D.E. CLUB DEPORTIVO EUROPEO (FS),/pnfg/pimg/Clubes/00100_0011607777_Screenshot_20230915_093924_Gallery.jpg,DELEGACIÓN DE ALCORCÓN,,G85781409,"CALLE ISLA DE FORMENTERA, 2",Villanueva del Pardillo,Madrid,28229,"C/ SANTA ANA, 2",Villanueva del Pardillo,Madrid,28229,JORGE PARADA,D.,cefutsalpardillo@gmail.com,,,,,,666520798,,2009-04-18,JULIO GARCIA MERA,https://www.rffm.es/fichaclub/16785134,2026-08-19T06:46:17.024486+00:00
1670,LA MUTUAL JUAN XXIII,/pnfg/pimg/Clubes/00100_0000055266_ESCUDO_MUTUAL.jpg,DELEGACIÓN COTORRUELO,,G80168099,"DOCTOR URQUIOLA,21",Madrid,Madrid,28025,"C/ DOCTOR URQUIOLA, 21 (TALLERES PRIETO)",Madrid,Madrid,28025,ANGEL PRIETO BRAVO,D.,prietotalleres@yahoo.es,www.lamutu.es,,,,,678358296 - 915093550,,,ANGEL PRIETO BRAVO,https://www.rffm.es/fichaclub/1670,2026-08-19T06:46:17.034698+00:00
1679,C.D. GRIÑON,/pnfg/pimg/Clubes/00100_0012175100_IMG_2934.jpg,DELEGACIÓN DE FUENLABRADA,,V83437731,"FUENTE SANTA, 1",Griñón,Madrid,28971,"FUENTE SANTA, 1",Griñón,Madrid,28971,,,infocdgrinon@gmail.com,cdgrinon.ffmadrid.org,@cd_grinon,CD GRIÑON,,@cd_grinon,918103801 - 619424868,918103801,,DAVID FORTES GUDIEL,https://www.rffm.es/fichaclub/1679,2026-08-19T06:46:17.218283+00:00
1703,C.D. ASOC. VEC. SAN NICASIO,/pnfg/pimg/Clubes/00100_0011171258_Escudo_AVCD_San_Nicasio_RGB.jpg,DELEGACIÓN DE LEGANÉS,,G86854551,"AVDA. MAR MEDITERRANEO, 14 POSTERIOR",Leganés,Madrid,28913,"AVDA. MAR MEDITERRANEO, 14 POSTERIOR",Leganés,Madrid,28913,C.D. ASOC. VEC. SAN NICASIO,Sin Tratramiento,info@cdsannicasio.com,www.cdsannicasio.com,https://twitter.com/cdavsannicasio,https://www.facebook.com/cdsannicasio,,https://www.instagram.com/cdavsannicasio/,691583441,,,SILVIA COTILLAS ARNAU,https://www.rffm.es/fichaclub/1703,2026-08-19T06:46:19.683952+00:00
1696,ESCUELA FUTBOL JUVENTUD MADRID,/pnfg/pimg/Clubes/00100_0011741131_ESCUDO_JOTA_25ANV4.jpg,DELEGACIÓN VALDEBERNARDO,,G79457453,"ALMURADIEL, 3 (LOCAL)",Madrid,Madrid,28053,Calle Ronda del Sur 143 - Espacio 1430,Madrid,Madrid,28053,EF JUVENTUD MADRID,Sin Tratamiento,efjuventudmadrid@hotmail.es,www.juventudmadrid.com,,,,https://instagram.com/juventudmadrid?igshid=MzRlODBiNWFlZA==,652873429,,,JESUS ROMERO SACHEZ,https://www.rffm.es/fichaclub/1696,2026-08-19T06:46:19.813175+00:00
17145030,CDE ARROW SPORTS,/pnfg/pimg/Clubes/00100_0011610894_ESCUDO_VECTOR_20230506_jpg.jpg,DELEGACIÓN DE ALCORCÓN,,G13797386,"Isaac Peral, 14",Arroyomolinos,Madrid,28939,"C/ Isaac Peral, 14",Arroyomolinos,Madrid,28939,Rodrigo Lopez Cillero,D.,,www.arrowsports.es,,,,,,,,RODRIGO LOPEZ CILLERO,https://www.rffm.es/fichaclub/17145030,2026-08-19T06:46:19.979439+00:00
1713,C.D. DAGANZO,/pnfg/pimg/Clubes/00100_0011030121_daganzo.jfif,DELEGACIÓN DE ALCALÁ DE HENARES,,G79757449,"PLAZA DE LA VILLA, 1",Daganzo De Arriba,Madrid,28814,"DON QUIJOTE DE LA MANCHA, 1 (PABELLON)",Daganzo De Arriba,Madrid,28814,,,administracion@cddaganzo.es,,,,,,918782277 - 636094578,918875804,,ANGEL GUTIERREZ VALLADAR,https://www.rffm.es/fichaclub/1713,2026-08-19T06:46:20.227467+00:00
17145045,C.D.E. ELITE SPORT,/pnfg/pimg/Clubes/00100_0012178208_IMG_6868.jpeg,DELEGACIÓN DE GETAFE,,,"Pº Federico Melchor, 6 Portal 9 2ºB",Getafe,Madrid,28905,"C/ Del Quinto Centenario, 58",Getafe,Madrid,28905,LUIS MARTIN FOLGUERA,D.,elitefutbol2@gmail.com,,,,,@cdeeelitesport,653989678,,,,https://www.rffm.es/fichaclub/17145045,2026-08-19T06:46:20.814770+00:00
17145072,CDE JUVENTUD ROLLER,/pnfg/pimg/Clubes/00100_0011762965_ESC.jpg,DELEGACIÓN DE FUENLABRADA,,G72977614,"C/ Gregorio Marañon, 123",Fuenlabrada,Madrid,28942,"C/ Gregorio marañon, 123",Fuenlabrada,Madrid,28942,David Serrano Riballo,D.,info@cdejuventudroller.es,,,,,@JuventudRoller,616939531 - 657355593,,,CRISTOFER SUAREZ ESQUINAS,https://www.rffm.es/fichaclub/17145072,2026-08-19T06:46:20.950399+00:00
17145086,CDE FOOTBALL MILES,/pnfg/pimg/Clubes/00100_0011725942_Nueva_versi__n_logo_Miles_2024.JPG,DELEGACIÓN DE PARLA,,G09781451,"C/ Londres, 14 3ºD",Torrejón De Ardoz,Madrid,28850,Avd. Mar Mediterraneo 87-1ºC,Valdemoro,Madrid,28341,Óscar Bueno Martín,D.,oscarbueno86@gmail.com,www.milesvaldemoro.es,@milesfc2021,,,Miles Football Club,676088414 - 657950051,,,PEDRO TRILLO LOZANO,https://www.rffm.es/fichaclub/17145086,2026-08-19T06:46:21.057705+00:00
17145076,CDE PINTO ACADEMY FC,/pnfg/pimg/Clubes/00100_0011870505_500x500.png,DELEGACIÓN DE PINTO,,G01959337,"C/ Correo, 4",Pinto,Madrid,28320,"Calle correo, 4",Pinto,Madrid,28320,Dario Roldan Ruiz,D.,equipodr@dracademyfootball.com,https://www.dracademyfootball.com,,,https://www.linkedin.com/company/pinto-academy-football/?viewAsMember=true,https://www.instagram.com/dracademyfootball/,661624427,,,DARIO ROLDAN RUIZ,https://www.rffm.es/fichaclub/17145076,2026-08-19T06:46:21.091205+00:00
17145089,CDE SAN PABLO C-70,/pnfg/pimg/Clubes/00100_0011583403_IMG_20230319_WA0003.jpg,DELEGACIÓN DE ALCALÁ DE HENARES,,G44903060,"Avda. Roma, 4",Coslada,Madrid,28822,Avenida de Roma n4,Coslada,Madrid,28822,,,husodi@gmail.com,,C.D San Pablo C-70,C.D SAN PABLO C-70,,C.d_sanpabloc70,607979434 - 687732453,,,SONIA DIAZ GIL,https://www.rffm.es/fichaclub/17145089,2026-08-19T06:46:21.234557+00:00
17145098,CDE INTERNATIONAL SOCCER PROMISES,/pnfg/pimg/Clubes/00100_0011747840_Logo_ISP__NUEVO_CAMBIO__fondo_claro.png,DELEGACIÓN DE GETAFE,,G72763451,"Alemania, 6 Bajo D",Getafe,Madrid,28907,"Bélgica, 5",Getafe,Madrid,28907,JESUS PIÑERO,D.,info@isoccerpromises.com,www.isoccerpromises.com,,isoccerpromises,,https://www.instagram.com/isoccerpromises/,,,,JESUS ALBERTO PIÑERO RINCON,https://www.rffm.es/fichaclub/17145098,2026-08-19T06:46:21.325991+00:00
17145112,CDE ELITE PARLA,/pnfg/pimg/Clubes/00100_0011603869_IMG_4502.jpeg,DELEGACIÓN DE PARLA,,G13741350,"C/ Planeta Tierra, 44 1ºD",Parla,Madrid,28983,"C/ Planeta Tierra, 44 1ºD",Parla,Madrid,28983,Martin Lara Hernandez,D.,eliteparla@hotmail.com,eliteparla@hotmail.com,,,,cde.eliteparla,634724360 - 638263594,,,,https://www.rffm.es/fichaclub/17145112,2026-08-19T06:46:21.413457+00:00
17147981,S.A.D. VILLAVERDE BOETTICHER,/pnfg/pimg/Clubes/00100_0011581254_ESCUDO_SAD_BOETT___VILLAVERDE.jpeg,DELEGACIÓN COTORRUELO,,B72818800,"Pº Talleres, 1",Madrid,Madrid,28021,PASEO TALLERES 1,Madrid,Madrid,28021,,,sadvillaverdeboetticher@hotmail.com,,,,,,683313938 - 630105901,,,,https://www.rffm.es/fichaclub/17147981,2026-08-19T06:46:21.813999+00:00
17152597,C.D.E INNOVA MORATALAZ,/pnfg/pimg/Clubes/00100_0011584923_LOGO_INNOVA_AMPLI.png,DELEGACIÓN VALDEBERNARDO,,G13640511,"Cañón de río lobos, 6",Madrid,Madrid,28030,C/ Cañon de Río Lobos 6,Madrid,Madrid,28030,Roberto Jiménez Gil,,info@innovamoratalaz.es,www.innovamoratalaz.es,,https://www.facebook.com/innovamoratalaz/,https://www.empleodeporte.com/empleadores/cf-innova-moratalaz/,https://www.instagram.com/innovamoratalaz/,664239272,,,DANIEL CARABAÑO MANZANO,https://www.rffm.es/fichaclub/17152597,2026-08-19T06:46:21.927546+00:00
